Member_number,Date,productId,items,order_id,productName,price,Category,Total_Cost,Month
1886,2014-09-13,45,1,3284,curd,9.8,Dairy,9.8,2014-09
4784,2014-10-28,11,2,14189,butter,3.2,Dairy,6.4,2014-10
4546,2014-10-18,4,1,13262,other vegetables,0.8,Fresh Food,0.8,2014-10
1471,2014-07-31,18,1,1710,yogurt,2.2,Dairy,2.2,2014-07
4084,2014-04-19,8,1,11451,beef,19.5,Fresh Food,19.5,2014-04
2040,2014-04-10,44,1,3868,newspapers,3.2,Specialty & Seasonal,3.2,2014-04
1797,2014-01-18,4,1,2944,other vegetables,0.8,Fresh Food,0.8,2014-01
3076,2014-02-22,53,2,7727,specialty chocolate,18.8,Bakery & Sweets,37.6,2014-02
4975,2014-02-10,97,3,14888,artif. sweetener,2.1,Pantry Staples,6.300000000000001,2014-02
3526,2014-07-10,2,2,9393,whole milk,1.8,Dairy,3.6,2014-07
4571,2014-08-25,64,2,13348,UHT-milk,2.1,Dairy,4.2,2014-08
3476,2014-04-02,58,2,9183,ice cream,1.8,Frozen & Processed Food,3.6,2014-04
4398,2014-08-28,66,3,12715,onions,1.3,Fresh Food,3.9000000000000004,2014-08
3115,2014-09-22,2,3,7884,whole milk,1.8,Dairy,5.4,2014-09
2707,2014-03-18,2,3,6363,whole milk,1.8,Dairy,5.4,2014-03
1774,2014-09-15,44,2,2845,newspapers,3.2,Specialty & Seasonal,6.4,2014-09
2012,2014-08-04,17,3,3767,bottled water,0.5,Beverages,1.5,2014-08
4981,2014-02-26,81,1,14901,Instant food products,0.6,Frozen & Processed Food,0.6,2014-02
4427,2014-01-09,30,3,12809,turkey,12.5,Fresh Food,37.5,2014-01
3499,2014-12-02,19,2,9285,sausage,3.1,Fresh Food,6.2,2014-12
3020,2014-12-08,4,2,7520,other vegetables,0.8,Fresh Food,1.6,2014-12
2854,2014-07-15,26,1,6920,berries,10.8,Fresh Food,10.8,2014-07
3624,2014-05-12,22,3,9785,root vegetables,1.8,Fresh Food,5.4,2014-05
3909,2014-09-06,32,3,10842,red/blush wine,12.2,Beverages,36.599999999999994,2014-09
3517,2014-07-20,89,1,9352,spread cheese,2.5,Dairy,2.5,2014-07
3499,2014-08-16,32,2,9283,red/blush wine,12.2,Beverages,24.4,2014-08
4182,2014-01-17,2,2,11845,whole milk,1.8,Dairy,3.6,2014-01
2379,2014-06-01,26,3,5133,berries,10.8,Fresh Food,32.400000000000006,2014-06
2074,2014-08-27,4,3,4023,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-08
2790,2014-03-03,103,3,6687,semi-finished bread,1.1,Frozen & Processed Food,3.3000000000000003,2014-03
4190,2014-12-07,25,3,11876,canned beer,1.1,Beverages,3.3000000000000003,2014-12
4938,2014-09-01,20,3,14749,brown bread,0.8,Bakery & Sweets,2.4000000000000004,2014-09
4984,2014-06-14,126,2,14908,snack products,0.9,Snacks,1.8,2014-06
4589,2014-11-09,1,2,13419,tropical fruit,7.8,Fresh Food,15.6,2014-11
4932,2014-03-21,2,2,14717,whole milk,1.8,Dairy,3.6,2014-03
2751,2014-03-11,5,2,6529,rolls/buns,1.2,Bakery & Sweets,2.4,2014-03
4663,2014-03-13,27,1,13703,coffee,8.5,Beverages,8.5,2014-03
1460,2014-05-07,115,2,1671,waffles,2.5,Bakery & Sweets,5.0,2014-05
4986,2014-10-06,16,1,14915,butter milk,6.1,Dairy,6.1,2014-10
1310,2014-11-22,44,2,1131,newspapers,3.2,Specialty & Seasonal,6.4,2014-11
2161,2014-05-04,38,3,4326,soda,0.8,Beverages,2.4000000000000004,2014-05
1526,2014-02-18,69,3,1933,domestic eggs,1.25,Fresh Food,3.75,2014-02
1026,2014-06-18,22,3,100,root vegetables,1.8,Fresh Food,5.4,2014-06
1041,2014-07-07,106,1,152,prosecco,20.1,Beverages,20.1,2014-07
3065,2014-02-23,18,2,7692,yogurt,2.2,Dairy,4.4,2014-02
3846,2014-07-11,62,2,10612,pickled vegetables,2.7,Fresh Food,5.4,2014-07
3672,2014-09-30,2,1,9950,whole milk,1.8,Dairy,1.8,2014-09
3971,2014-11-11,50,1,11081,bottled beer,1.8,Beverages,1.8,2014-11
1733,2014-07-02,108,1,2675,zwieback,12.3,Snacks,12.3,2014-07
4289,2014-09-05,62,1,12273,pickled vegetables,2.7,Fresh Food,2.7,2014-09
3200,2014-09-07,11,1,8192,butter,3.2,Dairy,3.2,2014-09
1109,2014-06-19,14,3,390,chocolate,11.5,Bakery & Sweets,34.5,2014-06
3224,2014-06-10,22,2,8287,root vegetables,1.8,Fresh Food,3.6,2014-06
2851,2014-11-14,1,1,6910,tropical fruit,7.8,Fresh Food,7.8,2014-11
4085,2014-07-30,18,3,11458,yogurt,2.2,Dairy,6.6000000000000005,2014-07
1654,2014-04-06,2,1,2403,whole milk,1.8,Dairy,1.8,2014-04
3907,2014-05-09,4,3,10836,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-05
4338,2014-04-21,51,1,12492,dessert,1.15,Bakery & Sweets,1.15,2014-04
4670,2014-01-28,123,2,13734,mustard,5.2,Pantry Staples,10.4,2014-01
3905,2014-06-09,5,1,10831,rolls/buns,1.2,Bakery & Sweets,1.2,2014-06
4443,2014-01-31,4,1,12878,other vegetables,0.8,Fresh Food,0.8,2014-01
4667,2014-09-04,5,2,13720,rolls/buns,1.2,Bakery & Sweets,2.4,2014-09
4504,2014-03-08,66,2,13101,onions,1.3,Fresh Food,2.6,2014-03
1328,2014-06-06,4,1,1189,other vegetables,0.8,Fresh Food,0.8,2014-06
1442,2014-02-28,3,2,1605,pip fruit,3.0,Fresh Food,6.0,2014-02
4269,2014-06-29,16,2,12198,butter milk,6.1,Dairy,12.2,2014-06
4722,2014-02-12,21,3,13960,hamburger meat,12.3,Fresh Food,36.900000000000006,2014-02
3151,2014-10-13,5,2,8020,rolls/buns,1.2,Bakery & Sweets,2.4,2014-10
4371,2014-06-02,14,2,12616,chocolate,11.5,Bakery & Sweets,23.0,2014-06
2068,2014-08-22,2,1,3993,whole milk,1.8,Dairy,1.8,2014-08
4353,2014-09-02,5,1,12547,rolls/buns,1.2,Bakery & Sweets,1.2,2014-09
3851,2014-08-03,4,3,10637,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-08
4743,2014-05-15,38,1,14029,soda,0.8,Beverages,0.8,2014-05
4083,2014-08-15,44,2,11450,newspapers,3.2,Specialty & Seasonal,6.4,2014-08
1125,2014-12-09,5,2,454,rolls/buns,1.2,Bakery & Sweets,2.4,2014-12
2293,2014-05-31,23,2,4817,pork,7.2,Fresh Food,14.4,2014-05
3365,2014-10-17,57,1,8803,meat,8.5,Fresh Food,8.5,2014-10
2341,2014-09-12,81,2,4993,Instant food products,0.6,Frozen & Processed Food,1.2,2014-09
3115,2014-05-26,75,2,7880,frozen vegetables,2.5,Frozen & Processed Food,5.0,2014-05
4044,2014-06-30,27,3,11322,coffee,8.5,Beverages,25.5,2014-06
1609,2014-07-07,62,3,2225,pickled vegetables,2.7,Fresh Food,8.100000000000001,2014-07
1413,2014-07-14,29,3,1499,ham,15.2,Fresh Food,45.599999999999994,2014-07
1469,2014-08-28,27,1,1708,coffee,8.5,Beverages,8.5,2014-08
3546,2014-09-09,50,2,9468,bottled beer,1.8,Beverages,3.6,2014-09
1752,2014-04-13,3,2,2754,pip fruit,3.0,Fresh Food,6.0,2014-04
2836,2014-10-20,1,2,6855,tropical fruit,7.8,Fresh Food,15.6,2014-10
1244,2014-09-07,64,3,891,UHT-milk,2.1,Dairy,6.300000000000001,2014-09
4183,2014-11-20,22,2,11854,root vegetables,1.8,Fresh Food,3.6,2014-11
1492,2014-11-05,11,2,1803,butter,3.2,Dairy,6.4,2014-11
2255,2014-07-17,45,2,4677,curd,9.8,Dairy,19.6,2014-07
4525,2014-11-13,2,2,13180,whole milk,1.8,Dairy,3.6,2014-11
2726,2014-09-17,88,2,6433,house keeping products,8.5,Household & Hygiene,17.0,2014-09
1686,2014-05-15,20,1,2515,brown bread,0.8,Bakery & Sweets,0.8,2014-05
3808,2014-03-05,64,2,10470,UHT-milk,2.1,Dairy,4.2,2014-03
3905,2014-10-06,38,1,10832,soda,0.8,Beverages,0.8,2014-10
4523,2014-09-01,53,2,13166,specialty chocolate,18.8,Bakery & Sweets,37.6,2014-09
1770,2014-09-14,5,1,2830,rolls/buns,1.2,Bakery & Sweets,1.2,2014-09
1609,2014-03-05,2,2,2223,whole milk,1.8,Dairy,3.6,2014-03
3678,2014-06-21,18,2,9973,yogurt,2.2,Dairy,4.4,2014-06
4341,2014-03-29,5,2,12512,rolls/buns,1.2,Bakery & Sweets,2.4,2014-03
2758,2014-05-18,36,2,6554,frozen meals,9.7,Frozen & Processed Food,19.4,2014-05
2867,2014-05-09,4,3,6966,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-05
3329,2014-08-28,2,2,8678,whole milk,1.8,Dairy,3.6,2014-08
2966,2014-11-26,23,1,7333,pork,7.2,Fresh Food,7.2,2014-11
4345,2014-07-16,7,3,12525,citrus fruit,1.5,Fresh Food,4.5,2014-07
2960,2014-10-27,74,3,7306,whipped/sour cream,5.5,Dairy,16.5,2014-10
1247,2014-06-08,11,2,905,butter,3.2,Dairy,6.4,2014-06
2770,2014-08-29,38,1,6608,soda,0.8,Beverages,0.8,2014-08
2914,2014-10-09,18,1,7129,yogurt,2.2,Dairy,2.2,2014-10
3802,2014-06-08,53,3,10450,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,2014-06
2519,2014-04-15,15,1,5651,specialty bar,5.2,Bakery & Sweets,5.2,2014-04
3933,2014-07-12,115,2,10940,waffles,2.5,Bakery & Sweets,5.0,2014-07
4291,2014-05-18,22,2,12280,root vegetables,1.8,Fresh Food,3.6,2014-05
3998,2014-08-11,18,2,11162,yogurt,2.2,Dairy,4.4,2014-08
2395,2014-06-04,1,2,5197,tropical fruit,7.8,Fresh Food,15.6,2014-06
1602,2014-12-17,4,2,2194,other vegetables,0.8,Fresh Food,1.6,2014-12
1659,2014-01-01,53,3,2428,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,2014-01
3904,2014-09-24,8,2,10824,beef,19.5,Fresh Food,39.0,2014-09
1493,2014-10-22,61,2,1809,liquor,8.5,Beverages,17.0,2014-10
1840,2014-10-07,1,3,3111,tropical fruit,7.8,Fresh Food,23.4,2014-10
4178,2014-10-05,38,3,11828,soda,0.8,Beverages,2.4000000000000004,2014-10
2165,2014-10-27,22,3,4341,root vegetables,1.8,Fresh Food,5.4,2014-10
4618,2014-01-11,20,1,13523,brown bread,0.8,Bakery & Sweets,0.8,2014-01
2093,2014-02-16,74,1,4092,whipped/sour cream,5.5,Dairy,5.5,2014-02
2215,2014-03-21,50,2,4521,bottled beer,1.8,Beverages,3.6,2014-03
4779,2014-01-29,22,2,14160,root vegetables,1.8,Fresh Food,3.6,2014-01
1939,2014-02-02,5,2,3507,rolls/buns,1.2,Bakery & Sweets,2.4,2014-02
4852,2014-02-11,20,1,14452,brown bread,0.8,Bakery & Sweets,0.8,2014-02
1173,2014-04-18,5,2,635,rolls/buns,1.2,Bakery & Sweets,2.4,2014-04
4232,2014-06-10,2,2,12053,whole milk,1.8,Dairy,3.6,2014-06
1870,2014-07-15,2,1,3228,whole milk,1.8,Dairy,1.8,2014-07
2683,2014-04-04,49,3,6266,beverages,1.1,Beverages,3.3000000000000003,2014-04
2837,2014-06-26,91,1,6859,frozen dessert,2.8,Frozen & Processed Food,2.8,2014-06
4364,2014-09-24,27,2,12590,coffee,8.5,Beverages,17.0,2014-09
1842,2014-11-03,22,1,3116,root vegetables,1.8,Fresh Food,1.8,2014-11
2036,2014-08-27,58,3,3857,ice cream,1.8,Frozen & Processed Food,5.4,2014-08
1235,2014-06-14,25,3,853,canned beer,1.1,Beverages,3.3000000000000003,2014-06
1935,2014-07-17,44,3,3494,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2014-07
3480,2014-04-18,4,3,9194,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-04
2881,2014-03-06,69,3,7025,domestic eggs,1.25,Fresh Food,3.75,2014-03
1237,2014-10-16,49,3,866,beverages,1.1,Beverages,3.3000000000000003,2014-10
1755,2014-01-19,2,2,2771,whole milk,1.8,Dairy,3.6,2014-01
4830,2014-12-23,2,2,14372,whole milk,1.8,Dairy,3.6,2014-12
2162,2014-05-25,2,1,4329,whole milk,1.8,Dairy,1.8,2014-05
1453,2014-11-21,96,2,1649,hygiene articles,7.5,Household & Hygiene,15.0,2014-11
2139,2014-04-13,70,3,4245,margarine,3.5,Pantry Staples,10.5,2014-04
3987,2014-08-31,29,2,11140,ham,15.2,Fresh Food,30.4,2014-08
3027,2014-10-14,12,1,7545,fruit/vegetable juice,2.1,Beverages,2.1,2014-10
1241,2014-01-11,2,3,881,whole milk,1.8,Dairy,5.4,2014-01
1018,2014-04-15,49,2,75,beverages,1.1,Beverages,2.2,2014-04
1390,2014-09-04,11,2,1421,butter,3.2,Dairy,6.4,2014-09
1646,2014-11-15,49,1,2365,beverages,1.1,Beverages,1.1,2014-11
1053,2014-12-10,4,3,202,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-12
1566,2014-06-28,4,1,2060,other vegetables,0.8,Fresh Food,0.8,2014-06
4390,2014-11-15,70,3,12685,margarine,3.5,Pantry Staples,10.5,2014-11
4779,2014-06-24,53,3,14164,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,2014-06
4294,2014-07-22,5,2,12300,rolls/buns,1.2,Bakery & Sweets,2.4,2014-07
2939,2014-11-02,17,1,7221,bottled water,0.5,Beverages,0.5,2014-11
1465,2014-09-26,24,1,1686,pastry,3.1,Bakery & Sweets,3.1,2014-09
1934,2014-06-14,3,1,3487,pip fruit,3.0,Fresh Food,3.0,2014-06
2946,2014-09-14,60,3,7247,cream cheese,6.3,Dairy,18.9,2014-09
3643,2014-09-26,137,1,9840,male cosmetics,10.6,Personal Care,10.6,2014-09
3722,2014-08-01,145,3,10139,syrup,4.3,Beverages,12.899999999999999,2014-08
4515,2014-04-16,18,1,13144,yogurt,2.2,Dairy,2.2,2014-04
4572,2014-06-27,104,1,13351,cat food,11.2,Pet Care,11.2,2014-06
4398,2014-08-17,45,2,12714,curd,9.8,Dairy,19.6,2014-08
3369,2014-01-24,15,1,8815,specialty bar,5.2,Bakery & Sweets,5.2,2014-01
1738,2014-10-01,18,2,2700,yogurt,2.2,Dairy,4.4,2014-10
1283,2014-05-22,23,2,1026,pork,7.2,Fresh Food,14.4,2014-05
1116,2014-09-27,20,3,424,brown bread,0.8,Bakery & Sweets,2.4000000000000004,2014-09
4136,2014-03-16,22,1,11671,root vegetables,1.8,Fresh Food,1.8,2014-03
1066,2014-05-15,2,1,244,whole milk,1.8,Dairy,1.8,2014-05
2234,2014-04-13,44,1,4593,newspapers,3.2,Specialty & Seasonal,3.2,2014-04
1509,2014-07-09,16,2,1871,butter milk,6.1,Dairy,12.2,2014-07
4985,2014-05-31,2,1,14911,whole milk,1.8,Dairy,1.8,2014-05
4989,2014-08-11,5,3,14926,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2014-08
3482,2014-07-24,20,3,9204,brown bread,0.8,Bakery & Sweets,2.4000000000000004,2014-07
3220,2014-01-02,25,1,8268,canned beer,1.1,Beverages,1.1,2014-01
1594,2014-05-28,15,2,2162,specialty bar,5.2,Bakery & Sweets,10.4,2014-05
4739,2014-12-04,66,3,14013,onions,1.3,Fresh Food,3.9000000000000004,2014-12
2107,2014-12-30,3,3,4139,pip fruit,3.0,Fresh Food,9.0,2014-12
2543,2014-11-18,152,2,5739,softener,11.8,Household & Hygiene,23.6,2014-11
3652,2014-11-15,33,3,9871,frozen potato products,3.0,Frozen & Processed Food,9.0,2014-11
2164,2014-02-05,2,2,4332,whole milk,1.8,Dairy,3.6,2014-02
4420,2014-10-27,27,3,12793,coffee,8.5,Beverages,25.5,2014-10
1333,2014-07-15,64,2,1211,UHT-milk,2.1,Dairy,4.2,2014-07
1055,2014-08-05,23,3,208,pork,7.2,Fresh Food,21.6,2014-08
2792,2014-07-28,24,1,6692,pastry,3.1,Bakery & Sweets,3.1,2014-07
2139,2014-02-10,4,3,4243,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-02
4174,2014-10-18,2,3,11819,whole milk,1.8,Dairy,5.4,2014-10
1073,2014-03-21,20,1,260,brown bread,0.8,Bakery & Sweets,0.8,2014-03
3115,2014-07-18,35,1,7882,sugar,1.2,Bakery & Sweets,1.2,2014-07
4243,2014-01-15,114,1,12094,napkins,21.8,Household & Hygiene,21.8,2014-01
2515,2014-12-12,17,1,5633,bottled water,0.5,Beverages,0.5,2014-12
4214,2014-07-10,18,2,11971,yogurt,2.2,Dairy,4.4,2014-07
4093,2014-09-08,7,2,11488,citrus fruit,1.5,Fresh Food,3.0,2014-09
1317,2014-05-19,19,3,1149,sausage,3.1,Fresh Food,9.3,2014-05
4061,2014-05-03,2,3,11368,whole milk,1.8,Dairy,5.4,2014-05
1087,2014-12-11,27,3,313,coffee,8.5,Beverages,25.5,2014-12
4709,2014-03-09,8,2,13903,beef,19.5,Fresh Food,39.0,2014-03
3670,2014-05-08,40,3,9943,grapes,9.4,Fresh Food,28.200000000000003,2014-05
3713,2014-01-22,1,3,10100,tropical fruit,7.8,Fresh Food,23.4,2014-01
4897,2014-09-14,21,2,14618,hamburger meat,12.3,Fresh Food,24.6,2014-09
1361,2014-12-07,2,3,1310,whole milk,1.8,Dairy,5.4,2014-12
4939,2014-09-17,70,2,14756,margarine,3.5,Pantry Staples,7.0,2014-09
4150,2014-08-17,22,2,11723,root vegetables,1.8,Fresh Food,3.6,2014-08
4368,2014-02-20,80,1,12603,salty snack,0.5,Snacks,0.5,2014-02
4933,2014-11-28,64,1,14729,UHT-milk,2.1,Dairy,2.1,2014-11
1160,2014-02-04,18,2,585,yogurt,2.2,Dairy,4.4,2014-02
2330,2014-10-08,2,2,4948,whole milk,1.8,Dairy,3.6,2014-10
3945,2014-01-25,3,1,10978,pip fruit,3.0,Fresh Food,3.0,2014-01
1237,2014-01-25,16,3,862,butter milk,6.1,Dairy,18.299999999999997,2014-01
4302,2014-11-26,15,3,12338,specialty bar,5.2,Bakery & Sweets,15.600000000000001,2014-11
4020,2014-12-01,2,3,11246,whole milk,1.8,Dairy,5.4,2014-12
1084,2014-04-18,3,2,299,pip fruit,3.0,Fresh Food,6.0,2014-04
1047,2014-12-17,3,1,167,pip fruit,3.0,Fresh Food,3.0,2014-12
1574,2014-03-04,83,3,2092,white bread,0.3,Bakery & Sweets,0.8999999999999999,2014-03
4074,2014-11-14,37,1,11411,herbs,6.5,Fresh Food,6.5,2014-11
1955,2014-06-22,38,1,3569,soda,0.8,Beverages,0.8,2014-06
1622,2014-06-24,2,2,2285,whole milk,1.8,Dairy,3.6,2014-06
1267,2014-05-15,11,3,964,butter,3.2,Dairy,9.600000000000001,2014-05
3253,2014-06-26,2,1,8395,whole milk,1.8,Dairy,1.8,2014-06
2332,2014-01-16,5,2,4956,rolls/buns,1.2,Bakery & Sweets,2.4,2014-01
3181,2014-04-25,24,2,8127,pastry,3.1,Bakery & Sweets,6.2,2014-04
4374,2014-08-18,44,2,12625,newspapers,3.2,Specialty & Seasonal,6.4,2014-08
4194,2014-12-25,75,3,11900,frozen vegetables,2.5,Frozen & Processed Food,7.5,2014-12
4098,2014-09-12,1,3,11507,tropical fruit,7.8,Fresh Food,23.4,2014-09
3808,2014-03-28,74,2,10471,whipped/sour cream,5.5,Dairy,11.0,2014-03
3014,2014-12-20,1,3,7499,tropical fruit,7.8,Fresh Food,23.4,2014-12
1094,2014-03-11,2,3,330,whole milk,1.8,Dairy,5.4,2014-03
4349,2014-01-29,5,1,12534,rolls/buns,1.2,Bakery & Sweets,1.2,2014-01
1557,2014-12-10,69,2,2029,domestic eggs,1.25,Fresh Food,2.5,2014-12
4213,2014-04-28,4,2,11968,other vegetables,0.8,Fresh Food,1.6,2014-04
2559,2014-07-07,4,3,5806,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-07
1312,2014-12-13,21,2,1138,hamburger meat,12.3,Fresh Food,24.6,2014-12
3426,2014-10-21,59,2,9000,hard cheese,4.5,Dairy,9.0,2014-10
1648,2014-10-31,40,2,2373,grapes,9.4,Fresh Food,18.8,2014-10
2617,2014-11-16,29,3,6030,ham,15.2,Fresh Food,45.599999999999994,2014-11
4297,2014-08-04,70,3,12315,margarine,3.5,Pantry Staples,10.5,2014-08
2406,2014-09-25,11,3,5236,butter,3.2,Dairy,9.600000000000001,2014-09
3030,2014-11-19,5,1,7558,rolls/buns,1.2,Bakery & Sweets,1.2,2014-11
2662,2014-08-03,19,2,6189,sausage,3.1,Fresh Food,6.2,2014-08
3835,2014-04-25,38,1,10569,soda,0.8,Beverages,0.8,2014-04
4633,2014-02-13,66,3,13577,onions,1.3,Fresh Food,3.9000000000000004,2014-02
3970,2014-11-02,26,1,11079,berries,10.8,Fresh Food,10.8,2014-11
1723,2014-09-02,7,2,2635,citrus fruit,1.5,Fresh Food,3.0,2014-09
2893,2014-11-02,59,2,7060,hard cheese,4.5,Dairy,9.0,2014-11
4223,2014-06-15,2,3,12018,whole milk,1.8,Dairy,5.4,2014-06
2221,2014-06-21,8,3,4542,beef,19.5,Fresh Food,58.5,2014-06
1257,2014-05-19,91,1,932,frozen dessert,2.8,Frozen & Processed Food,2.8,2014-05
3825,2014-01-27,60,3,10533,cream cheese,6.3,Dairy,18.9,2014-01
2613,2014-05-24,69,1,6013,domestic eggs,1.25,Fresh Food,1.25,2014-05
3498,2014-07-01,3,2,9277,pip fruit,3.0,Fresh Food,6.0,2014-07
4258,2014-06-24,19,2,12148,sausage,3.1,Fresh Food,6.2,2014-06
3081,2014-04-14,1,2,7743,tropical fruit,7.8,Fresh Food,15.6,2014-04
3965,2014-10-16,19,2,11061,sausage,3.1,Fresh Food,6.2,2014-10
4850,2014-03-26,32,2,14443,red/blush wine,12.2,Beverages,24.4,2014-03
3437,2014-04-25,38,1,9033,soda,0.8,Beverages,0.8,2014-04
1573,2014-04-20,1,2,2086,tropical fruit,7.8,Fresh Food,15.6,2014-04
1169,2014-05-02,38,1,618,soda,0.8,Beverages,0.8,2014-05
4987,2014-07-27,5,2,14919,rolls/buns,1.2,Bakery & Sweets,2.4,2014-07
3011,2014-08-16,74,1,7488,whipped/sour cream,5.5,Dairy,5.5,2014-08
2522,2014-05-26,46,1,5662,pasta,3.1,Pantry Staples,3.1,2014-05
4801,2014-10-03,28,1,14257,misc. beverages,1.2,Beverages,1.2,2014-10
1509,2014-05-28,7,3,1870,citrus fruit,1.5,Fresh Food,4.5,2014-05
1889,2014-11-01,2,1,3302,whole milk,1.8,Dairy,1.8,2014-11
2450,2014-11-29,57,1,5411,meat,8.5,Fresh Food,8.5,2014-11
1807,2014-08-20,48,2,2982,finished products,6.5,Frozen & Processed Food,13.0,2014-08
4720,2014-08-14,5,1,13947,rolls/buns,1.2,Bakery & Sweets,1.2,2014-08
1310,2014-04-13,59,1,1130,hard cheese,4.5,Dairy,4.5,2014-04
1339,2014-01-03,4,3,1229,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-01
1256,2014-11-07,26,2,929,berries,10.8,Fresh Food,21.6,2014-11
4601,2014-02-10,4,3,13465,other vegetables,0.8,Fresh Food,2.4000000000000004,2014-02
1800,2014-08-30,2,3,2961,whole milk,1.8,Dairy,5.4,2014-08
4679,2014-01-23,8,3,13767,beef,19.5,Fresh Food,58.5,2014-01
1650,2014-06-27,60,1,2384,cream cheese,6.3,Dairy,6.3,2014-06
2360,2014-07-26,1,3,5071,tropical fruit,7.8,Fresh Food,23.4,2014-07
2874,2015-09-09,11,3,7004,butter,3.2,Dairy,9.600000000000001,2015-09
3556,2015-09-30,22,2,9511,root vegetables,1.8,Fresh Food,3.6,2015-09
3255,2015-05-24,22,2,8405,root vegetables,1.8,Fresh Food,3.6,2015-05
2521,2015-12-14,59,2,5661,hard cheese,4.5,Dairy,9.0,2015-12
3220,2015-10-14,48,2,8271,finished products,6.5,Frozen & Processed Food,13.0,2015-10
1381,2015-03-06,38,3,1389,soda,0.8,Beverages,2.4000000000000004,2015-03
4050,2015-07-06,11,2,11344,butter,3.2,Dairy,6.4,2015-07
1872,2015-01-29,2,1,3233,whole milk,1.8,Dairy,1.8,2015-01
4127,2015-04-11,11,3,11632,butter,3.2,Dairy,9.600000000000001,2015-04
2833,2015-08-14,8,2,6842,beef,19.5,Fresh Food,39.0,2015-08
2357,2015-09-23,71,3,5061,shopping bags,5.12,Household & Hygiene,15.36,2015-09
2654,2015-03-03,22,2,6162,root vegetables,1.8,Fresh Food,3.6,2015-03
4852,2015-04-28,89,3,14454,spread cheese,2.5,Dairy,7.5,2015-04
2222,2015-07-21,4,2,4550,other vegetables,0.8,Fresh Food,1.6,2015-07
2340,2015-07-12,26,1,4986,berries,10.8,Fresh Food,10.8,2015-07
1987,2015-10-15,23,2,3671,pork,7.2,Fresh Food,14.4,2015-10
3570,2015-09-02,4,3,9563,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-09
1320,2015-01-19,3,3,1160,pip fruit,3.0,Fresh Food,9.0,2015-01
2209,2015-07-20,1,1,4502,tropical fruit,7.8,Fresh Food,7.8,2015-07
2500,2015-03-30,69,3,5572,domestic eggs,1.25,Fresh Food,3.75,2015-03
3315,2015-09-12,2,1,8625,whole milk,1.8,Dairy,1.8,2015-09
2548,2015-11-16,11,3,5761,butter,3.2,Dairy,9.600000000000001,2015-11
4473,2015-09-07,23,3,12990,pork,7.2,Fresh Food,21.6,2015-09
2271,2015-06-16,2,1,4740,whole milk,1.8,Dairy,1.8,2015-06
4336,2015-10-10,5,3,12487,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-10
2763,2015-02-01,18,3,6584,yogurt,2.2,Dairy,6.6000000000000005,2015-02
2780,2015-10-11,4,1,6645,other vegetables,0.8,Fresh Food,0.8,2015-10
2632,2015-01-16,5,2,6085,rolls/buns,1.2,Bakery & Sweets,2.4,2015-01
2568,2015-08-20,35,1,5841,sugar,1.2,Bakery & Sweets,1.2,2015-08
1729,2015-07-23,5,3,2657,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-07
3878,2015-07-28,23,2,10735,pork,7.2,Fresh Food,14.4,2015-07
1225,2015-03-26,76,2,817,sliced cheese,4.2,Dairy,8.4,2015-03
1924,2015-11-17,5,2,3448,rolls/buns,1.2,Bakery & Sweets,2.4,2015-11
4335,2015-06-10,4,1,12479,other vegetables,0.8,Fresh Food,0.8,2015-06
3182,2015-03-12,41,2,8135,processed cheese,6.4,Dairy,12.8,2015-03
4303,2015-08-23,2,2,12348,whole milk,1.8,Dairy,3.6,2015-08
3042,2015-10-02,25,2,7606,canned beer,1.1,Beverages,2.2,2015-10
4493,2015-10-29,4,3,13050,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-10
4194,2015-02-07,60,1,11901,cream cheese,6.3,Dairy,6.3,2015-02
3031,2015-12-18,12,1,7565,fruit/vegetable juice,2.1,Beverages,2.1,2015-12
3891,2015-07-03,10,3,10774,chicken,7.2,Fresh Food,21.6,2015-07
1062,2015-04-16,2,2,230,whole milk,1.8,Dairy,3.6,2015-04
2469,2015-03-23,5,3,5474,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-03
3719,2015-09-03,11,3,10127,butter,3.2,Dairy,9.600000000000001,2015-09
3322,2015-02-11,12,2,8648,fruit/vegetable juice,2.1,Beverages,4.2,2015-02
1336,2015-03-10,34,2,1223,flour,2.1,Pantry Staples,4.2,2015-03
1067,2015-07-20,1,1,248,tropical fruit,7.8,Fresh Food,7.8,2015-07
